Title,Year,Male Authors,Female Authors,Unknown Gender Authors,First Author Female,Last Author Female,Total Authors
A Software Testing Workflow Analysis Tool Based on the ADCV Method,2023,3,2,2,False,False,7
Transition-driven time prediction for business processes with cycles,2022,3,1,2,False,True,6
From process mining to augmented process execution,2023,2,0,0,False,False,2
Systematic Exploitation of Parallel Task Execution in Business Processes,2023,2,1,0,False,False,3
DataStream XES Extension: Embedding IoT Sensor Data into Extensible Event Stream Logs,2023,6,2,1,False,False,9
Process mining based on patient waiting time: an application in health processes,2022,1,0,0,False,False,1
A Model Based Framework for IoT-Aware Business Process Management,2023,2,1,0,False,False,3
PROCESS MAPPING: A CASE STUDY IN THE CONTRACT SECTOR OF THE PUBLIC DEFENDER'S OFFICE IN THE STATE OF AMAZONAS,2023,2,3,1,True,False,6
Smyrida: A web application for process mining and interactive visualization,2023,4,2,0,False,False,6
The biggest business process management problems to solve before we die,2023,24,15,3,True,True,42
Managing the Company's Digital Capability: A Case for Operational Excellence,2023,0,1,0,True,True,1
The role of bi-level uncertain architecture inward smart manufacturing: Process orchestration,2023,0,0,2,False,False,2
An approach for analyzing business process execution complexity based on textual data and event log,2023,1,1,0,True,False,2
Multi-objective container scheduling and multi-path routing for elastic business process management in autonomic multi-tenant cloud,2023,5,0,0,False,False,5
Analyzing business process management capabilities of low-code development platforms,2023,3,0,1,False,False,4
EVALUATION OF THE EFFICIENCY OF BUSINESS PROCESS MANAGEMENT AS AN ELEMENT OF AN AUTOMATED QUALITY MANAGEMENT SYSTEM FOR AN ENTERPRISE OF THE REPUBLIC OF KAZAKHSTAN,2023,1,0,2,False,False,3
BPMN-Sim: A multilevel structural similarity technique for BPMN process models,2023,1,4,0,True,True,5
Towards an Open BPM-Enabled Smart City Platform,2022,4,0,0,False,False,4
Unleashing Continuous Improvement and Competitive Advantage Through BP-Driven Knowledge Management Processes,2023,3,1,0,False,False,4
Towards Customer Outcome Management in Smart Manufacturing,2023,6,3,0,False,False,9
An Interactive Method for Detection of Process Activity Executions from IoT Data †,2023,2,1,0,False,True,3
FABS: A Framework for Addressing the Business Process Change Challenges for Smart City Development,2023,2,1,0,False,False,3
Utilizing business intelligence and digital transformation and leadership to enhance employee job satisfaction and business added value in greater Amman municipality,2023,3,2,2,False,False,7
Object-Centric Process Mining: Unraveling the Fabric of Real Processes,2023,1,0,0,False,False,1
Detecting cross-case associations in an event log: toward a pattern-based detection,2023,0,3,0,True,True,3
Developing Robotic Process Automation to Efficiently Integrate Long-Term Business Process Management,2023,2,1,1,True,False,4
Performance Analysis Method for Robotic Process Automation,2023,6,5,0,True,True,11
Context-aware modeling for knowledge-intensive medicinal product development processes,2023,1,3,0,True,True,4
Using MCDM and FaaS in Automating the Eligibility of Business Rules in the Decision-Making Process,2023,2,1,0,False,False,3
A Graph-based Method for Merging Business Process Models by Considering Semantic Similarity,2023,0,3,1,True,True,4
DEVISING A COMPREHENSIVE METHOD TO MANAGE DIGITAL COMPETENCIES,2023,3,2,0,False,False,5
Multi-level Team Assignment in Social Business Processes: An Algorithm and Simulation Study,2022,1,0,2,False,False,3
A tool for declarative Trace Alignment via automated planning[Formula presented],2023,4,1,0,False,False,5
Discovering hybrid process models with bounds on time and complexity: When to be formal and when not?,2023,3,2,0,False,False,5
A Novel Process Recommendation Method That Integrates Disjoint Paths and Sequential Patterns,2023,1,3,1,True,True,5
"BPMNE4IoT: A Framework for Modeling, Executing and Monitoring IoT-Driven Processes †",2023,4,0,0,False,False,4
Evaluating user acceptance of knowledge-intensive business process modeling languages,2023,1,0,0,False,False,1
Reactive synthesis of software robots in RPA from user interface logs,2022,2,2,0,True,False,4
ProcessGAN: Supporting the creation of business process improvement ideas through generative machine learning,2023,3,1,0,False,False,4
Integration between knowledge management and business process management and its impact on the decision making process in the construction sector: a case study of Jordan,2022,3,0,0,False,False,3
"A systematic literature review on IoT-aware business process modeling views, requirements and notations",2023,4,2,0,False,False,6
Business Process Management Analysis with Cost Information in Public Organizations: A Case Study at an Academic Library,2023,2,2,0,True,False,4
Everything at the proper time: Repairing identical timestamp errors in event logs with Generative Adversarial Networks,2023,3,1,0,False,False,4
Blockchain-Based Business Process Management (BPM) for Finance: The Case of Credit and Claim Requests,2023,1,3,0,False,True,4
The aestheticization of business processes: Visualizing their Gestalt for collective thinking,2023,0,1,0,True,True,1
Enhancing model quality and scalability for mining business processes with invisible tasks in non-free choice,2023,1,2,1,True,False,4
A tool for compiling Declarative Process Mining problems in ASP[Formula presented],2022,3,0,0,False,False,3
Tool-supported method for privacy analysis of a business process model,2023,1,2,0,True,True,3
A sound response to long-tailed changes in business process management,2022,1,2,2,True,False,5
Process mining meets model learning: Discovering deterministic finite state automata from event logs for business process analysis,2023,3,2,0,True,False,5
"Supervisory control of business processes with resources, parallel and mutually exclusive branches, loops, and uncertainty",2023,2,0,0,False,False,2
A framework for AI-based self-adaptive cyber-physical process systems,2023,16,2,0,False,False,18
Examining and Comparing the Critical Success Factors Between Business Process Management and Business Process Automation,2023,2,1,0,True,False,3
Process Discovery and Refinement of an Enterprise Management System,2023,3,0,1,False,False,4
The affordances of digital technologies for business processes integration,2023,2,0,0,False,False,2
Using process mining for workarounds analysis in context: Learning from a small and medium-sized company case,2023,3,1,0,False,False,4
Applying MAPE-K control loops for adaptive workflow management in smart factories,2023,3,0,0,False,False,3
Predictive Approach To The Degree Of Business Process Change,2023,3,1,0,True,False,4
Digital Twins of Organizations: A Socio-Technical View on Challenges and Opportunities for Future Research,2023,5,2,1,False,False,8
Investigation of Microservice-Based Workflow Management Solutions for Industrial Automation,2023,7,0,0,False,False,7
Decentralized Lean Business Model Canvas for Blockchain-Based Enterprises,2022,2,0,0,False,False,2
An assisted approach to business process redesign,2022,5,0,0,False,False,5
Analytical Evaluation of SOA and SCRUM Business Process Management Approaches for IoT-Based Services Development,2022,1,0,0,False,False,1
Software development processes in ocean system modeling,2022,3,0,0,False,False,3
Multi-task prediction method of business process based on BERT and Transfer Learning,2022,2,1,0,True,False,3
Cybernetic governance of the Peruvian State: a proposal,2022,1,0,0,False,False,1
On Modelling Process Aspects With Deontic Event-Calculus,2022,1,0,0,False,False,1
Predicting remaining execution time of business process instances via auto-encoded transition system,2022,3,0,1,False,False,4
A constraint programming model for making recommendations in personal process management: A design science research approach,2022,2,0,1,False,False,3
Integrating Big Data Analytics into Business Process Modelling: Possible Contributions and Challenges,2022,2,1,0,False,True,3
Visibility Matrix: Efficient User Interface Modelling for Low-Code Development Platforms,2022,2,0,0,False,False,2
A Semi-Auto Text Mining Approach for Literature Review: An Example From IT for Entrepreneurship,2022,0,2,0,True,True,2
Process model abstraction for rapid comprehension of complex business processes,2022,0,2,0,True,True,2
Business process nature assessment matrix – a novel approach to the assessment of business process nature,2022,1,1,0,True,False,2
Context Modeling for the Adaption of Mobile Business Processes – An Empirical Usability Evaluation,2022,2,0,0,False,False,2
How to improve the assessment of BPM maturity in the era of digital transformation,2022,1,1,0,False,True,2
Managing Process Dynamics in a Digital World: Integrating Business Process Management and Routine Dynamics in IS Curricula,2022,3,0,3,False,False,6
Self-adaptive business processes: a hybrid approach for the resolution of adaptation needs,2022,3,2,0,True,False,5
Process View to Innovate the Management of the Social Housing System: A Multiple Case Study,2022,1,3,0,True,True,4
Super-process interoperability optimization architecture in healthcare ultra-large-scale systems: A graph-based multi-objective approach,2022,1,0,0,False,False,1
Model-based Analysis of Data Inaccuracy Awareness in Business Processes,2022,1,2,0,False,True,3
A Deep Learning Approach for Repairing Missing Activity Labels in Event Logs for Process Mining,2022,2,0,1,False,False,3
Detecting temporal workarounds in business processes–A deep-learning-based method for analysing event log data,2022,4,1,0,False,False,5
How Can Interactive Process Discovery Address Data Quality Issues in Real Business Settings? Evidence from a Case Study in Healthcare,2022,2,1,0,True,False,3
A Business Process Reference Model for the Development of a Wine Traceability System,2022,4,0,0,False,False,4
Research Trends on Business Process Management in Higher Education and Recommendations for Vietnam,2022,2,1,0,True,False,3
Performance Evaluation of Simple K -Mean and Parallel K -Mean Clustering Algorithms: Big Data Business Process Management Concept,2022,6,2,0,False,False,8
Application of Modern Digital Systems and Approaches to Business Process Management,2022,2,2,0,True,False,4
On the adoption of blockchain for business process monitoring,2022,3,0,0,False,False,3
HAM-Net: Predictive Business Process Monitoring with a hierarchical attention mechanism,2022,4,0,0,False,False,4
BUSINESS PROCESS ANALYSIS AND SIMULATION: AN INDUSTRIAL APPLICATION,2022,6,1,0,True,False,7
On the Importance of Project Management Capabilities for Sustainable Business Process Management,2022,1,0,0,False,False,1
Software Defect Prediction and Analysis Using Enhanced Random Forest (extRF) Technique: A Business Process Management and Improvement Concept in IOT-Based Application Processing Environment,2022,1,0,0,False,False,1
Shedding light on blind spots – Developing a reference architecture to leverage video data for process mining,2022,3,0,0,False,False,3
PGraphD*: Methods for Drift Detection and Localisation Using Deep Learning Modelling of Business Processes,2022,1,2,0,True,False,3
VIDE-LEO: A framework to measure business innovation success of SMEs,2022,3,0,0,False,False,3
Graph-based managing and mining of processes and data in the domain of intellectual property,2022,5,2,0,False,False,7
Multi-level privacy analysis of business processes: the Pleak toolset,2022,8,2,1,False,False,11
Sustainable Circular Economy Strategies: An Analysis of Brazilian Corporate Sustainability Reporting,2022,2,5,0,True,True,7
BINet: Multi-perspective business process anomaly classification,2022,4,0,0,False,False,4
Examining the PASS Approach to Process Modelling for Digitalised Manufacturing: Results from Three Industry Case Studies,2022,2,0,1,False,False,3
Identifying Possible Improvements of Software Development Life Cycle (SDLC) Process of a Bank by Using Process Mining,2022,2,1,0,False,True,3
Semantic modeling and analysis of complex data-aware processes and their executions,2022,4,2,0,False,False,6
Exogenous Shocks and Business Process Management: A Scholars’ Perspective on Challenges and Opportunities,2022,7,4,2,False,False,13
A framework for modeling and executing task-Specific resource allocations in business processes,2022,4,1,0,False,False,5
Automation at Truveil: Business Process Understanding and Analysis in RPA Implementation,2022,1,1,0,False,True,2
Experimental verification and validation of the SICN-oriented process mining algorithm and system,2022,0,0,4,False,False,4
Model to Program and Blockchain Approaches for Business Processes and Workflows in Finance,2022,1,2,0,True,False,3
Processes meet Big Data: Scaling process discovery algorithms in Big Data environment,2022,0,0,2,False,False,2
Recovering Latent Data Flow from Business Process Model Automatically,2022,3,1,2,False,False,6
PROJECT MANAGEMENT TECHNOLOGY IN CREATING A BUSINESS PROCESS MANAGEMENT INFORMATION SYSTEM AT THE PRESENT STAGE OF DEVELOPMENT OF THE ℡ECOMMUNICATIONS SECTOR OF KAZAKHSTAN,2022,0,1,1,False,True,2
The Five Diamond Method for Explorative Business Process Management,2022,4,1,2,False,False,7
Business process management and risk-adjusted performance in SMEs,2022,2,0,0,False,False,2
Technologies of collective intelligence in the management of business processes of an organization,2022,1,0,0,False,False,1
Drivers and Evolution Paths of BPMS: State-of-the-Art and Future Research Directions,2022,1,2,0,False,True,3
A Context-Aware Architecture for Realizing Business Process Adaptation Strategies Using Fuzzy Planning,2022,2,1,0,True,False,3
Analysing factors impacting BPMS performance: a case of a challenged technology adoption,2022,0,2,0,True,True,2
Towards automatic business process redesign: an NLP based approach to extract redesign suggestions,2022,2,1,0,True,False,3
Controlling Tools Use in Business Processes Management,2022,0,3,0,True,True,3
IoDEP: Towards an IoT-Data Analysis and Event Processing Architecture for Business Process Incident Management,2022,3,0,0,False,False,3
Power Control Based BPM with CDS Scheduling for Downlink Transmission in LTE-A Networks,2022,0,0,2,False,False,2
Solving reachability problems on data-aware workflows,2022,2,2,0,False,False,4
Recommendations for visual feedback about problems within BPMN process models,2022,1,2,0,False,True,3
Business Process Management Culture in Public Administration and Its Determinants,2022,2,1,0,False,False,3
Digitalizing Maritime Containers Shipping Companies: Impacts on Their Processes,2022,2,0,1,False,False,3
Impact of Strategy Change on Business Process Management,2022,3,2,0,False,True,5
Monitoring Constraints and Metaconstraints with Temporal Logics on Finite Traces,2022,4,0,0,False,False,4
A projection-stable grammatical model for the distributed execution of administrative processes with emphasis on actors’ views,2022,3,1,0,True,False,4
Integrating process management and event processing in smart factories: A systems architecture and use cases,2022,3,1,0,False,False,4
A visual approach for identification and annotation of business process elements in process descriptions,2022,2,1,1,False,True,4
Business process reengineering in health-care sector: application for the central sterilization unit,2022,0,2,1,True,True,3
BPM supported model generation by contemplating key elements of information security,2022,1,1,2,False,False,4
B2S4B: A Platform for Smart City Business Processes Management and Adaptation,2022,4,0,0,False,False,4
Process-Aware Accounting Information System Based on Business Process Management,2022,1,1,0,True,False,2
Correlation Between Social Media and Non-Technical Business Process Management in Small and Medium Enterprises,2023,0,4,0,True,True,4
Using the Business Digital Simulation Game of MonsoonSIM in the Business Process Management Course for Creating Knowledge and Understanding of University Students,2024,0,1,0,True,True,1
Digital Transformation Model Based on Business Process Management and Lean Manufacturing to Increase the Productivity of the Administrative Area of a Peruvian Aeronautical Company,2023,2,2,0,True,False,4
Fast Synthetic Data-Aware Log Generation for Temporal Declarative Models,2023,1,0,0,False,False,1
Smart Business Processing in Industry 4.0,2023,3,0,0,False,False,3
Using Machine Learning to Classify Process Model Elements for Process Infrastructure Analysis,2023,2,1,0,False,True,3
Commercial Management Model based on the DFSS and BPM Methodology to Increase Liquidity in SMEs in the Retail Commercial Sector,2023,1,2,0,False,True,3
Conceptual Framework Introducing the Success Factors for Implementing Intelligent Automation-A Qualitative Multiple Case Study,2024,2,0,0,False,False,2
Lean Service and BPM to Increase the Efficiency of an Operational Process in the Insurance Sector,2023,1,2,0,True,False,3
A Framework for Quantifiable Process Improvement through Method Fragments in Situational Method Engineering,2022,3,0,1,False,False,4
Fundamental Framework for Task Mining Technology Adoption: Results from a Qualitative Empirical Study,2023,2,1,0,False,False,3
Commercial Model to Increase Sales through Mixed Methodologies in an Automotive Retailer,2023,4,0,0,False,False,4
The Implementation of Robotic Process Automation for Banking Sector Case Study of A Private Bank in Indonesia,2022,3,2,0,False,True,5
Digital TwinCity: a holistic approach towards comparative analysis of business processes,2022,0,1,0,True,True,1
The estimating index and self-organizing model based on the ant colony algorithm,2022,1,1,0,False,True,2
Integrated Lean BPM model to increase customer loyalty in a last-mile courier,2022,3,0,0,False,False,3
Research on Test Data Management Platform of Heavy-duty Vehicle Manufacturing Enterprise Based on SOA and BPM,2022,0,1,0,True,True,1
I Will Survive: An Event-driven Conformance Checking Approach Over Process Streams,2023,3,0,0,False,False,3
Optimizing Business Processes through Parallel Task Execution,2022,2,1,0,False,False,3
A methodology to support the execution of proficiency tests for software quality assessment,2024,2,1,0,False,True,3
Smart Contract Powered Framework for the Next Generation Industry 4.0 Business Model,2024,4,1,0,False,False,5
Churn Analysis for Constructive Employment Using Machine Learning Classifiers,2023,2,2,0,False,True,4
Challenges in Scholarly Communication and Scientific Publication – Present Scenario and Opportunities through Blockchain Solutions,2022,2,1,0,False,True,3
Towards a structure of a pattern language for visualising in business processes,2022,0,1,0,True,True,1
Identifying Support for Knowledge-Intensive Processes in BPMN and its Extensions,2023,1,1,1,False,False,3
